amount,currency,payer_account_number,beneficiary_account_number,payer_country_code,beneficiary_country_code,transaction_timestamp
4133.30,CHF,BG00WTJO5118615640994147,LU44GTRT3705424519,BG,LU,2025-10-13T17:19:38Z
4353.45,BGN,BE09VYCA565942992023,SE61MWMN9229533861941183,BE,SE,2025-10-27T11:03:06Z
4517.29,EUR,CZ39EIUU406628346334,RO86QRTH437518669408,CZ,RO,2025-06-29T00:44:38Z
850.09,HUF,CA31XRFM855074350952,GB97RUQZ94703969645359,CA,GB,2025-08-09T19:20:27Z
995.25,AUD,FR58DZRQ009954288734,NO36XXTU6866798994706170,FR,NO,2025-07-20T20:55:09Z
223.09,EUR,CA79OCCA847156756650,PL83KCRX0167449234359698,CA,PL,2025-07-22T14:49:29Z
9367.79,BGN,CH41YAUK6937540242861789,NL21KZOD02503857626481,CH,NL,2025-08-05T02:44:52Z
3526.20,HUF,HU82JSHY8063585301012789,CA48TKCZ048527758670,HU,CA,2026-02-06T19:12:16Z
1341.16,CAD,PT24XNGI43946896331812,US25HLOV1707317445776262,PT,US,2025-02-10T01:59:46Z
1470.70,AUD,US89BQTR7475944348529537,IE95OZIA767687404207,US,IE,2025-09-01T05:45:27Z
210.86,CAD,CA56LGJC5733099000,AU73IXBZ5658234453856535,CA,AU,2026-04-09T12:39:05Z
2824.97,RON,IT55BUVV0470911034,PT74YVLN1998996511,IT,PT,2025-11-16T17:06:45Z
5445.98,PLN,DK27XOZI6144776186870479,FR52MVUZ8290525659950891,DK,FR,2026-01-26T05:05:13Z
3022.49,GBP,LU00XFSW764054739862,BG19CIBL3186604747,LU,BG,2025-06-29T20:32:31Z
2234.76,SEK,IE32OXXQ24744203594410,PT95VFXH3518664774131351,IE,PT,2025-03-12T03:06:10Z
22.75,CHF,SE65LGIN81539885217895,RO43TZTB12865581675923,SE,RO,2025-10-04T00:02:44Z
256.36,RON,DK39RYSC0381463429,PT22JFDW97309121852734,DK,PT,2025-06-21T03:25:16Z
3216.93,JPY,DE25HCKU53015303044077,DE68CVWD9659845576,DE,DE,2025-03-10T10:41:45Z
3459.87,CHF,BG41JDZR991269945206,CA39VCTX0616691008,BG,CA,2025-08-26T05:34:04Z
2728.75,GBP,HU94DMRE8221756269962083,ES80IPSZ0059325722,HU,ES,2025-04-15T01:53:47Z
127.01,NOK,DK20EABU4859724387129514,HU42FWZB80286060480224,DK,HU,2025-06-06T07:19:29Z
1111.30,HUF,NL61IOZM09041898566430,CA12MKUL2388788876569931,NL,CA,2025-08-22T08:31:52Z
7985.34,PLN,PT82EESA1386047947,US10YSTA803514895382,PT,US,2025-11-20T15:40:23Z
921.57,JPY,BG91YDIO5347283951,PL94NPGU9532670848,BG,PL,2026-04-03T14:01:03Z
2465.03,RON,SE42MWVE582282801832,US31LGBN68467678096458,SE,US,2025-11-18T11:07:27Z
3312.27,JPY,IE41SPKE3531755592,NO64WTPI4114862675119976,IE,NO,2026-03-23T06:03:17Z
781.69,CHF,LU45ZKCY64196789630093,CH44XQFB6301597224,LU,CH,2025-11-12T13:13:10Z
824.92,SEK,ES95GJYV766809846018,ES04IAZG480153735866,ES,ES,2026-02-25T13:21:46Z
1062.32,BGN,NO34NALH609674627205,FR95GMWZ99119285672850,NO,FR,2025-07-22T21:23:41Z
5327.65,BGN,IT41XZUV830775582126,DE23NIGT67844607890751,IT,DE,2025-10-05T14:43:55Z
2108.12,CZK,RO77QCOP51294414925316,PL35TRFQ859747765659,RO,PL,2025-03-19T17:09:31Z
1123.15,EUR,BE92TIUZ436877156922,NO92ASIY7634153597,BE,NO,2025-08-24T08:11:14Z
2727.54,EUR,AU15KUIO3494314872255785,FR51IDHK74168557395232,AU,FR,2025-03-27T06:37:51Z
1076.10,CAD,DK99VXSZ79475816602841,GB99GNFH470407146971,DK,GB,2025-01-14T17:04:29Z
2229.19,PLN,LU37DRLW95083745601703,NO77MDAC5900170679490786,LU,NO,2025-07-10T17:30:44Z
7214.13,GBP,BG40VDMW159389676353,CZ54PHLV89607072288341,BG,CZ,2025-08-31T19:18:23Z
1060.35,HUF,PT96GTAC30974274936635,IE61WYXS7148030073565826,PT,IE,2025-03-24T16:45:12Z
9155.08,GBP,NL23VNHX9412886691122321,SE33UVFK611978925946,NL,SE,2025-09-24T04:29:12Z
2481.08,JPY,CH48LWGF54411818513673,AU65AVKE3881937684,CH,AU,2025-07-31T22:15:45Z
5703.28,HUF,FR10IMVE014833354011,DK23OFRG0308764770906761,FR,DK,2026-01-21T18:19:18Z
1564.87,HUF,DK94TLAP7162172048886804,IE13QMSH3264564967,DK,IE,2025-04-23T03:27:39Z
2373.52,DKK,AT04KWVY906490970342,FR43VDWT0181589136829670,AT,FR,2025-11-08T16:21:53Z
314.53,GBP,AU31CTHU2526022169088754,LU65AETH583843910657,AU,LU,2025-09-15T23:03:02Z
221.61,RON,IE43IMSG10214012833195,CH47QUSW9903597177170305,IE,CH,2025-08-30T22:45:03Z
5953.84,NOK,CA38CEIW0516483895337684,SE14YROY7760064345973173,CA,SE,2026-03-22T03:54:24Z
488.14,CHF,BE53XXXO74510484809473,IE14RCLM5427079959,BE,IE,2026-03-27T14:40:12Z
1622.96,HUF,BG13DBPS6475456572897226,AT87SGJQ40390984685606,BG,AT,2025-04-02T03:52:46Z
2275.90,CZK,US08GQEN0977779570399626,PL28POSF1107351289622068,US,PL,2025-11-13T16:31:08Z
564.23,JPY,HU24VYHB399344606069,IT33WHVA9523578652941285,HU,IT,2025-06-30T01:35:32Z
4500.14,CZK,IE48IIQR48753119804255,NO39EQZA37642550786887,IE,NO,2025-01-26T15:16:53Z
2839.73,EUR,DK29XSEF3170195866,US26SYSV879872873142,DK,US,2025-02-02T15:44:33Z
3989.88,CAD,AT73DPVS4416033288807005,PL10WBFQ4512022017545416,AT,PL,2025-05-15T21:39:04Z
2416.76,NOK,LU07IMNE5015269744203607,SE68YKJX309587238368,LU,SE,2025-02-22T22:25:21Z
1389.88,EUR,BG33KOTE267148581970,HU12LBXD7972092519201828,BG,HU,2025-03-10T07:01:55Z
644.19,CHF,GB72OAIS795829158551,ES09NGZT1492075741424873,GB,ES,2025-04-27T00:55:01Z
1218.28,GBP,PL76CQRH2497736772,CA96IJGU35497872965715,PL,CA,2025-09-26T14:40:59Z
919.20,RON,US86UBFT3480424796,BG06UAXB09165737624266,US,BG,2026-02-07T18:03:03Z
373.47,RON,BG33TEBH9309140152731172,BG23MJCI5690018429335984,BG,BG,2025-10-12T06:07:33Z
430.68,GBP,AU81HZYU96677153902262,AT94JOXY650032990900,AU,AT,2026-02-23T10:10:13Z
1510.56,RON,CA82JJEO3554042316979206,AT56LZIS934396904539,CA,AT,2025-02-22T11:17:30Z
480.47,CAD,IT71WHKO381330734533,BG06FHNJ2247409853,IT,BG,2025-12-31T03:14:57Z
142.33,GBP,BG44BKCM2325107155,AU41RPBZ04224564119925,BG,AU,2025-06-28T18:20:05Z
967.89,GBP,GB04PYQC3505349419,DE91PDKW5571663282463061,GB,DE,2026-02-01T15:59:03Z
4778.61,RON,CA84LWNH20076150420598,ES84MQZL9771433608090101,CA,ES,2026-02-21T16:05:30Z
253.44,CZK,AT93GTEP8930461638,CA66DNQP18569050965688,AT,CA,2025-02-08T21:05:44Z
485.26,NOK,IT01PEWP081472373564,US02OQHX8306978999,IT,US,2025-01-27T14:55:45Z
737.95,PLN,GB77RGNO4674906688,FR92NOLC71164560595634,GB,FR,2025-08-09T15:10:49Z
126.12,SEK,IE83OGSE0258565337,DE90PPZH3167871926,IE,DE,2026-05-02T02:04:14Z
1983.45,JPY,FR01DEIV2545500549,GB04QXXB976738872461,FR,GB,2025-04-30T09:09:21Z
565.74,EUR,US31QHYV0091435294,PT79HAPW17996546628973,US,PT,2025-08-08T02:41:46Z
2327.20,SEK,GB20EKEO60022302340567,FR57DFLC89041828051666,GB,FR,2025-10-21T06:49:37Z
4037.60,SEK,BE27SEPQ47909863615276,BG78KRZZ44202248248863,BE,BG,2025-05-20T13:43:01Z
1548.37,RON,DE09JLBH1802669141,IE77YHVS0610471891199256,DE,IE,2025-12-25T20:44:39Z
386.84,DKK,RO92PNRR410341413181,RO14RUDJ5132517904,RO,RO,2025-08-24T22:45:14Z
1745.54,EUR,AT00SXIZ6714878310,AU25DIZZ64572275794074,AT,AU,2025-11-18T14:50:01Z
4878.21,CHF,NL33ITUS0933913694126410,IE49AHFN5318057631010896,NL,IE,2025-12-16T07:38:31Z
1307.42,JPY,HU21KHMB4004748679486989,CH34QIQC0361007701773759,HU,CH,2025-03-15T11:51:54Z
4138.98,CHF,AT56QDDC1960049021444155,CZ75NOIH384965523917,AT,CZ,2025-01-29T17:12:46Z
593.84,RON,RO46HAYB99926653619773,NL13OGSJ2487238586539276,RO,NL,2025-07-01T20:39:15Z
243.62,PLN,DK30ISGZ7967060558,AU82DPHK9211625069893546,DK,AU,2025-03-02T18:30:56Z
4282.59,CHF,AT88TOAD55703934271866,US95SELK905092600011,AT,US,2026-02-20T15:15:44Z
4260.05,USD,RO09NCSO844981213008,BE65EUYG69908672331044,RO,BE,2025-11-26T10:24:03Z
2820.61,NOK,SE80HUNL61922188220631,FR67XMJD6130236416936835,SE,FR,2025-12-29T02:40:11Z
172.01,DKK,HU55IAHE919325282671,CZ22MTHO99952252964448,HU,CZ,2025-12-26T04:31:59Z
6372.05,HUF,LU54YWXR8111433064098058,IE63PCKK90627879025912,LU,IE,2026-05-05T04:12:25Z
775.64,CZK,NL30OFDN660323584180,BG22TKLV7379395795519247,NL,BG,2025-10-31T01:21:39Z
191.83,USD,LU86GMOA862567611258,RO37XFGG0805630829,LU,RO,2026-01-08T10:14:05Z
12887.10,JPY,IT17QOHF0788312736,HU45YJRL207201970842,IT,HU,2026-03-10T21:25:18Z
4425.08,JPY,DK55VWFP3651295551005108,NO14TJWR22623003607223,DK,NO,2025-02-23T20:51:58Z
3425.30,GBP,CH29AWGV24375391692809,BE14NWMH6696874033,CH,BE,2026-02-15T20:17:19Z
816.88,CAD,NL08AMDN4970084458015176,LU38ESNW809241150509,NL,LU,2025-07-16T07:03:36Z
9568.47,DKK,CA12XXYG5255232280,CZ41QRGO4354047625395011,CA,CZ,2025-11-19T21:15:11Z
434.38,HUF,FR40QVNF7888260317489030,CH32LZRZ9718614229,FR,CH,2025-09-10T03:25:36Z
996.52,CZK,IE84XLTF5596757799,GB11DVGZ9830457627451160,IE,GB,2025-08-18T03:30:30Z
4725.01,BGN,DK73OBZY5221336896,PL07AQGI6128989930746113,DK,PL,2026-02-17T03:13:46Z
2548.55,HUF,PL76EODU60338788528589,CZ65MQUD39763090073794,PL,CZ,2026-03-25T09:57:07Z
4738.03,DKK,CZ35KOVU44107692626543,PL38YOLS6043598398,CZ,PL,2025-08-19T20:00:09Z
3101.20,PLN,CH94BOZT5857837568167843,HU39VBPW071776135007,CH,HU,2026-03-17T22:32:30Z
1228.17,CHF,SE19GGWW40336999528502,DK28CYEV5327355149724903,SE,DK,2025-05-02T17:30:48Z
780.38,CHF,ES09JNZT09355557020061,ES60ICGN45947612189391,ES,ES,2026-01-14T11:54:33Z
2826.26,NOK,HU53KAOX1222830564468530,ES32LLKZ95026356077789,HU,ES,2025-01-12T01:59:45Z
3945.67,BGN,RO82EPNG4600823696,AT92VENS2220975506,RO,AT,2025-06-30T06:24:42Z
2326.29,HUF,FR82OAXC12003934490769,AU60FDMF8333919296,FR,AU,2025-12-02T06:50:10Z
299.30,GBP,HU28APCF600822837742,CZ58YBKJ78872820632280,HU,CZ,2025-09-19T21:23:52Z
9329.44,AUD,DE06JINW5895247609606472,IT88UIKF73787477884070,DE,IT,2026-03-06T20:14:27Z
796.64,DKK,BG61OOYB1298897284268092,BG65ZEMV6417005371,BG,BG,2025-09-05T01:26:54Z
85.60,AUD,HU93WMRQ3166479512,SE59SQGD428535416019,HU,SE,2025-10-28T17:47:32Z
2032.89,DKK,CZ71AQOA7086715207,DE59UDXB4043368957967246,CZ,DE,2025-07-23T06:16:41Z
992.97,EUR,DE11BSAB0178502050254972,RO87YUHW010297599747,DE,RO,2025-02-22T07:56:08Z
2724.72,PLN,RO81HTNK4425269420416415,BG99XGOJ5133793766,RO,BG,2025-09-17T05:47:17Z
1483.30,DKK,PL14XVMY8557174905,RO66JTXM4499080358,PL,RO,2026-02-19T10:31:31Z
3316.08,JPY,US56IIKA3245352791111085,IT88CRIN8985932135961830,US,IT,2025-10-04T02:42:58Z
2965.08,CZK,RO88RAYB264259720554,AU69FSQP9214749847,RO,AU,2025-08-02T14:20:21Z
873.79,EUR,AT31ODPX72146172758045,US18TFNO9889798877544584,AT,US,2026-03-30T12:12:41Z
672.66,USD,AU14TEXS605962751934,AT48HQTA2484479365,AU,AT,2025-01-04T07:37:28Z
5453.84,BGN,CA52RZME307065948053,FR13MBEW743303727186,CA,FR,2025-10-07T17:31:17Z
837.13,GBP,HU45NGCZ2138078287,HU69YZBM1545985866356541,HU,HU,2025-12-21T15:02:57Z
2476.37,GBP,SE87QFKE2886690594,NL49SWTQ28828470520313,SE,NL,2026-03-04T22:55:28Z
2399.61,RON,RO58CZXY320366864277,IT69MENR27287603208778,RO,IT,2026-03-08T11:02:36Z
8763.17,NOK,IE52FVRH455735623277,LU82WYBB53585973027322,IE,LU,2025-01-06T15:12:31Z
6458.99,RON,DK02JWFZ02555468939770,GB37DDNP5964673865,DK,GB,2025-12-15T02:20:57Z
882.07,EUR,US65VIXV7332291248955877,CZ03AVNF945994264076,US,CZ,2025-08-05T08:18:53Z
2258.45,SEK,NL07CEWB398013871628,HU28HLNR5810801533,NL,HU,2025-06-10T06:15:03Z
4128.17,RON,AU51OAEU7287156596957945,LU63KSKT50553629171485,AU,LU,2025-09-11T06:31:22Z
635.83,SEK,AT20WKEX20788216511921,DE38LPJW52030276947308,AT,DE,2025-09-25T22:46:56Z
7544.48,JPY,DK93LVHF2440293634,ES82ZZAS12180525795990,DK,ES,2025-05-27T10:52:47Z
6479.10,JPY,BG77ICEZ254601891134,NL94XHIZ71339962768612,BG,NL,2026-01-07T15:00:28Z
4279.49,JPY,NO98DEAY913813014948,IE04FTQT8881966452,NO,IE,2025-04-01T01:55:19Z
2124.21,RON,PT75BQEC356831723667,FR06JWWC1038919187405013,PT,FR,2026-03-24T04:05:57Z
3604.91,EUR,PT34ZISL0714876507752572,IT28CMYX160378110570,PT,IT,2025-07-13T09:59:00Z
1192.53,DKK,PT07NMOA5994696693,PL91EYHG0071580097140863,PT,PL,2025-06-09T19:54:37Z
886.43,CHF,IE96MKRY4488839237590972,IT18QKRW585455139196,IE,IT,2025-01-24T18:48:47Z
931.61,BGN,NL99YHNP873693238004,PT88HNIO84664867416371,NL,PT,2025-05-09T05:33:34Z
647.88,AUD,ES42LFSO6014584081144157,BE22RDWJ611686114603,ES,BE,2025-12-22T05:57:56Z
1817.23,USD,US51XXAZ55465426836843,DE63OCIZ3445459566,US,DE,2025-05-10T05:39:30Z
12225.22,CHF,NL11TNUE723869742173,NL49ZQHR09570934099165,NL,NL,2025-03-08T23:30:00Z
181.44,USD,BE88ZIYY3484843770,DK01WNFZ9595142954496695,BE,DK,2025-11-16T21:41:15Z
221.83,RON,AT89WLNE5280016173447945,ES74FHKV6383264897,AT,ES,2026-01-05T16:53:38Z
7784.46,PLN,BG06COAO2945761304,DE99SJRJ4235528337,BG,DE,2025-02-05T20:54:41Z
4148.59,SEK,IT51VPSR3026564771,RO10KQRE8708941079,IT,RO,2025-10-06T23:58:26Z
318.48,AUD,FR51IIMW1983097542,FR93YJPG23774877007881,FR,FR,2025-08-22T13:23:38Z
694.51,CAD,HU12FCYU8226799096,ES85MNXA865383957164,HU,ES,2025-09-17T16:26:35Z
359.51,SEK,US98WAAG0907037808866932,RO04PZZY9834849267,US,RO,2025-03-26T05:02:45Z
5011.50,NOK,AT78NLBP45657267654198,DK20QDOS77950034522026,AT,DK,2025-05-17T16:55:21Z
11978.37,DKK,IT07GEXM52573309074063,US42CNQK247675125837,IT,US,2025-06-25T08:37:20Z
10253.58,DKK,HU92ZLGM9332763342285628,PL29OEZH2259310337008942,HU,PL,2025-02-18T00:56:40Z
6857.82,JPY,HU26XOAI333188384561,PT16LUPR4737198517,HU,PT,2025-01-27T10:21:10Z
1218.95,PLN,CA83UMJL44215783792640,PL41GWEU3968859342883903,CA,PL,2025-01-13T20:44:51Z
6025.82,DKK,CZ86VQGV150321985965,AU46YCVV2506668606,CZ,AU,2025-12-31T02:06:59Z
11633.49,CHF,HU53PCJS3289591038524276,AU21EDKL3743963994959403,HU,AU,2026-01-19T20:47:05Z
966.57,CAD,DK53LNYV31708730021027,PL26MVMH567322348749,DK,PL,2025-08-11T03:21:48Z
1389.18,USD,PT00ZDSD9048866073,CZ95ENJJ8937859541760909,PT,CZ,2025-11-01T00:54:50Z
6267.57,USD,PT98WVVL0457346694,NO32PZGW878052890566,PT,NO,2025-08-16T07:07:30Z
532.07,SEK,GB38XOOC743450968593,DE64BMFX02308996469243,GB,DE,2026-02-26T05:35:00Z
723.99,CAD,AT76KFDF5603871088,IE05GKJN66049037647476,AT,IE,2025-11-12T02:48:11Z
3384.87,PLN,PL54CFFD03965586819004,FR15KQTH352866013855,PL,FR,2025-03-05T15:04:22Z
2206.45,GBP,NL24ZQAD1245718158,NL07MXUZ9499913650,NL,NL,2026-01-10T07:38:46Z
2143.62,USD,GB28SNRO8671708049,CH18TGWF07196129332134,GB,CH,2026-04-06T16:28:35Z
8158.10,GBP,PL72YZIB3717758856,GB19WOIR6611262030,PL,GB,2025-02-02T16:38:16Z
1158.46,RON,US54KPVC118601811239,PL77HGBF59879206231459,US,PL,2025-02-27T00:52:20Z
2909.07,PLN,CA13ASWM9680450521,DK08EYBG0816418044608197,CA,DK,2026-04-16T03:37:46Z
4080.75,EUR,FR30INSK49506095806274,LU43MNTR985907429414,FR,LU,2026-03-05T14:29:59Z
2682.81,DKK,ES79LOUO2538476691953016,RO36PEQU1746859026297611,ES,RO,2025-08-14T12:37:33Z
3661.40,GBP,US51NAYG98246896701656,US20PXPV02157231252423,US,US,2026-02-24T13:00:02Z
4398.80,CAD,CH04AQKX96172150520535,ES25YCGX8456059934,CH,ES,2025-10-31T03:18:54Z
405.60,CHF,RO00TCES43141408783437,ES61SYRE02116823137998,RO,ES,2025-04-06T23:41:23Z
2648.11,USD,DE87SMEJ657896355877,SE36YLEN488823725442,DE,SE,2025-02-03T02:46:03Z
566.99,CAD,ES08OQVR805034553882,HU65PFAI6766608288745871,ES,HU,2025-04-01T16:28:22Z
2458.20,EUR,RO26CVGW8593152621074144,ES28AUDA1445299645744331,RO,ES,2025-09-01T10:18:36Z
1630.17,RON,CZ87LHHH97296970100343,CZ37JTTP85861888178602,CZ,CZ,2025-04-06T03:13:39Z
2234.65,DKK,FR77IGON827490331222,GB29TKIR7047314836,FR,GB,2026-01-23T16:39:50Z
1540.69,JPY,DK32AOAH6656007622821282,AU15SGQN784726439330,DK,AU,2026-01-21T12:59:55Z
2207.11,PLN,AT72FVYB6604853123443584,GB74RCDQ65124210637817,AT,GB,2025-12-01T16:20:49Z
2048.41,JPY,BG48IUQD6595585942,NL09THPS136365972767,BG,NL,2025-06-25T04:05:09Z
1617.81,NOK,CA72GLZR1341749195380884,SE22NZPE399076150011,CA,SE,2025-10-12T08:44:00Z
281.86,DKK,DE67AJJF647921499010,IE92QMDZ4790499157380679,DE,IE,2025-08-28T04:34:17Z
2744.83,NOK,PL57FBSV1023726432058699,US56FILT1557932770115491,PL,US,2025-10-28T16:09:02Z
576.43,NOK,AU93NASN68888610859735,RO64MPSJ364470263276,AU,RO,2025-05-23T01:15:57Z
5408.51,AUD,NO76MZZI87669494715534,RO56IKUB405377290848,NO,RO,2025-09-30T08:35:34Z
5270.50,CAD,CZ33KAHO48078053833856,US74GFXT3696480407,CZ,US,2026-04-30T11:25:15Z
143.39,CHF,IE11LAXM240510265838,AU57USNG467464660332,IE,AU,2025-08-02T11:19:20Z
3829.77,RON,NO60IDKT094101027607,PT68DVTK6484977973,NO,PT,2026-04-27T01:10:09Z
4971.20,CHF,SE54CIIG75478935052602,PT97OAXM5670718129236139,SE,PT,2025-01-17T21:02:17Z
1694.11,CHF,FR46TUSQ13376870580791,ES97BUZY5106407078384784,FR,ES,2025-07-16T22:34:54Z
27.72,HUF,SE66YLOG5404492728090317,PT70QHZV4316785984440889,SE,PT,2025-07-17T12:35:33Z
61.62,CHF,CH80BOUL0526990152302999,PL51MGHA356540307991,CH,PL,2025-05-25T14:50:23Z
3961.04,HUF,GB23VOGF1295318500,LU37EGCV068204810930,GB,LU,2025-02-16T16:44:37Z
849.79,SEK,GB27QLOY9739824553815182,AT62EVGY642951852557,GB,AT,2025-12-15T04:41:02Z
1877.23,HUF,RO84XCKK3081969544,CA94QOMD04884915089244,RO,CA,2026-02-13T12:23:29Z
105.85,JPY,CA03ONTL59355881082277,BG99KJOY7745925412387249,CA,BG,2025-09-16T05:03:34Z
1587.90,DKK,IE02PBWJ59484967416623,NO86SKZN1255935027674906,IE,NO,2025-01-30T22:23:26Z
421.65,HUF,AT62EVPM31451341700545,FR43RHZJ59556216833576,AT,FR,2025-04-29T20:56:15Z
2056.24,EUR,CA45YAJZ0860431715,SE42VPRK197933686093,CA,SE,2026-04-21T22:42:05Z
1363.83,PLN,DE73QQRL1055839111,RO47GFBF4009333963790203,DE,RO,2026-02-11T14:58:26Z
1484.46,PLN,DK83CRRT844781676634,DK17XARH81242664742644,DK,DK,2025-05-12T16:49:19Z
2613.04,NOK,NL98VYFY9663795818774499,LU21JMQO4469399531,NL,LU,2025-05-31T18:44:27Z
1437.91,HUF,CH83EGTI2690896496,CH49NVZQ1822923246,CH,CH,2025-08-30T12:34:21Z
514.69,GBP,DK28OGHP06138674857830,NO33ZKKS5765786800551267,DK,NO,2025-02-10T17:47:09Z
2549.22,JPY,HU33GNHF0561465344200421,CA87QNOI1520351919850565,HU,CA,2026-04-13T07:39:01Z
634.36,CHF,HU40BRCU32298766327904,FR16GGRD6089170052,HU,FR,2026-03-02T02:58:24Z
1881.89,USD,ES58UYJS5990527025996114,CZ27KQGB07751306109221,ES,CZ,2025-09-29T12:29:21Z
1521.98,DKK,US25ODJO204319274312,DK52NNLM2336165580,US,DK,2025-09-21T10:15:20Z
1512.42,JPY,CA43ENOE3670275100,ES45XVNR0690571121816793,CA,ES,2025-09-15T16:23:46Z
4017.58,CAD,IT73ZHYW054849516570,IE56SJGE8302426468,IT,IE,2025-05-26T17:33:07Z
2881.89,BGN,CH73AEXB11548805109334,HU50YLXH633057543700,CH,HU,2025-03-27T17:25:25Z
828.55,BGN,PL98IHOO2170470125,DK90WTFR397178568176,PL,DK,2025-11-12T01:18:46Z
94.76,CAD,CZ12PXHW010559169833,AU91UCPS647089440654,CZ,AU,2026-04-15T09:05:20Z
1017.35,CZK,GB47OAVP5094620785622719,ES84FNAY611868010936,GB,ES,2025-06-07T09:19:53Z
177.06,PLN,NL73ARCU0032762805877770,PL10IVSO682119569646,NL,PL,2025-08-05T04:35:56Z
566.00,NOK,NL76LMWZ9220513563,NO93SXVO89250075167486,NL,NO,2025-09-04T22:44:07Z
1128.88,CHF,HU70EXDP4874779359958438,NO30LMTS1252019306469126,HU,NO,2025-04-04T17:02:07Z
234.16,DKK,NO74SGGL031387830568,FR16QZXX5335526202948747,NO,FR,2025-11-23T09:37:50Z
516.40,USD,SE51SVSG51739222931778,FR55KAZH75055777917431,SE,FR,2025-05-03T10:41:22Z
595.64,JPY,ES26LHQW1575092720,RO79IQBX695756294339,ES,RO,2025-09-05T23:31:39Z
1186.30,SEK,FR00ZQRK06943944101042,CA62YXSP93549210181889,FR,CA,2025-12-24T18:25:39Z
6955.18,BGN,CA27EYUS575384811157,CZ04GJOL0164262455462021,CA,CZ,2025-03-30T06:06:39Z
722.41,CZK,IE79WWFE940717343466,CH07ZTKI0060398107951635,IE,CH,2025-10-30T10:41:04Z
2502.95,JPY,ES94FAFF17561680956418,DE93KIDG366502859156,ES,DE,2025-03-08T08:06:49Z
310.87,SEK,BG12VLXP905249221911,CH83JFSS81414013856993,BG,CH,2026-04-21T20:08:36Z
4823.74,JPY,PL41EADF1740209844,FR55TQQQ6594818272913675,PL,FR,2025-11-17T03:44:29Z
1347.10,BGN,CZ88USDK218011308523,FR13LMRY342840224626,CZ,FR,2025-08-01T03:09:06Z
695.98,PLN,NO01EKHY23867077604293,DE83UVVS6674087721075240,NO,DE,2025-05-03T19:10:03Z
617.87,RON,NL47CAWV2472542654168939,IE22PNYX985238182893,NL,IE,2025-01-28T19:16:38Z
8788.01,CHF,US21YORU8070423573189959,HU30CCXN135347050707,US,HU,2026-05-02T15:53:37Z
3212.28,EUR,NO99JSJV3576866213805951,GB78YIRI42259551330591,NO,GB,2026-03-05T10:10:14Z
2180.70,USD,GB84WLDX0967451363,AT51YLXT5041737223,GB,AT,2025-06-11T16:33:12Z
5029.01,AUD,LU64ZZOB238128171899,ES96HLJV5211275963731149,LU,ES,2026-01-14T03:48:38Z
5699.77,USD,PT64MFHB5940038180364851,IE86BBEC414081702846,PT,IE,2026-02-20T13:51:01Z
1998.12,PLN,DE57UZUG149997032043,CA82JVPI344210651004,DE,CA,2026-02-18T23:04:22Z
31.15,USD,US14GDHK57942072239567,NL16VCPM8989878776,US,NL,2025-08-16T00:47:29Z
1160.32,BGN,NO27QPOV2398189397,AU82UZFB87304519455868,NO,AU,2025-02-19T08:59:13Z
3906.98,CZK,DE35DRRV7964031575,HU65KTGS8536205449,DE,HU,2025-06-23T11:28:51Z
505.37,DKK,PT86SKIA3856702071537842,IE07VLLV53544078967788,PT,IE,2025-03-05T00:44:56Z
5234.39,BGN,DK13YBXB2040947112461757,PL68WAID4866718644,DK,PL,2025-04-16T04:29:26Z
3670.75,GBP,ES63BWIS7110187703325704,CA84JHZY7324668997,ES,CA,2025-08-22T11:56:40Z
4169.80,DKK,RO96GUYB38177998992469,LU20JOAJ1301864323,RO,LU,2025-02-16T11:32:01Z
1106.09,BGN,DE47DQZD759170034374,LU25XELM4053625123115411,DE,LU,2025-10-22T08:14:29Z
6320.24,RON,FR81EAMA1369300522144267,PL83HXYL842561161599,FR,PL,2025-01-21T23:40:14Z
788.24,JPY,BG52ZWCR55375826829508,CZ13ITSV02323585935803,BG,CZ,2025-04-21T00:54:10Z
5217.57,CAD,RO65QAKA5078197354425247,HU63PPIJ96493046400606,RO,HU,2025-05-14T03:01:52Z
1789.66,RON,PL49JRNE5537793854609121,DK02IAOF45396016099324,PL,DK,2025-04-16T09:56:36Z
2074.37,NOK,AU17LVZD4316032503943988,NL33IEOR23617949645495,AU,NL,2025-11-05T11:12:19Z
4625.37,CAD,BG14FOXG7427183224,CZ03FGTG2761764040465511,BG,CZ,2026-01-29T20:32:38Z
658.98,AUD,IT15ALAE892074595282,DK56YNPP23935433732783,IT,DK,2025-03-03T17:09:01Z
3428.84,HUF,CZ10LDBA607721434869,CA85ZMZK715573105208,CZ,CA,2025-05-26T07:55:31Z
